Text	Channel
Assam seeks list of Nizamuddin event returnees from mosques; COVID-19 cases rise to 26 	Republic
'Sweet beauty': This cat brings slippers for her owner every morning; watch 	Republic
EXCLUSIVE: Sand Artist Sudarsan Pattnaik adds cool 'light out' effect to '9 min' Covid art 	Republic
#LIVE | What is important is to ensure that we take that additional step forward by going into aggressive testing m	Republic
Pune: Samples of two dead persons found coronavirus positive 	Republic
Video: Man mistakes thermos for hand sanitizer, netizens call it 'corona habit' 	Republic
COVID-19: CRPF band spreads awareness through song, croon 'corona ko harana hai', watch 	Republic
P Chidambaram welcomes ICMR's 'rapid antibody tests' advice to government on Coronavirus 	Republic
COVID-19: Italy sees drop in number of coronavirus intensive care patients 	Republic
Nizamuddin Markaz attendees from Malaysia intercepted by Delhi airport immigration dept 	Republic
106-year-old becomes oldest survivor of Coronavirus in Iran 	Republic
Not enough testing kits, PPE for med workers: Akhilesh Yadav highlights 'real challenges' 	Republic
'Wholesome': Dog who loves playing in water becomes internet sensation 	Republic
#WrestleMania 36: Kevin Owens pins Seth Rollins after giant leap stuns Monday Night Messiah 	Republic
COVID-19: Tunisia deploys robocop to ensure citizens follow lockdown rules 	Republic
'Uddhav Thackeray has been a revelation'; Omar Abdullah lauds Maharashtra CM 	Republic
Sandford police uses Dalek to ensure social distancing amid COVID-19 crisis; watch 	Republic
Amit Malviya shares stats showing steep spike in COVID cases due to Tablighi Jamaat 	Republic
Priyanka Chopra Jonas responds to PM Modi's tweet as she pledges donation to PM-CARES 	Republic
Iran warns of coronavirus resurgence as residents ignore stay-at-home advisory 	Republic
Gautam Gambhir slams Kejriwal for demanding PPE kits, reminds him of his 50 lakh donation 	Republic
IRDAI gives policyholders 30 more days to pay life insurance premium 	Republic
Coronavirus outbreak: China reports 30 new cases and three casualties 	Republic
5-year-old boy becomes youngest coronavirus victim in UK 	Republic
Dubai imposes strict lockdown to curb the spread of coronavirus pandemic 	Republic
#WrestleMania 36 | Undertaker terrorizes AJ Styles, puts him to rest in rare Boneyard match 	Republic
Robert F Kennedy's granddaughter and her son who went missing now presumed dead 	Republic
In the lead up to #9MinutesForIndia, watch the special solidarity song by the CRPF band for India's Coronavirus fig	Republic
Army foils infiltration bid in Kupwara, 5 terrorists, one soldier killed 	Republic
BIG: ONGC issues SOS to Centre: Cut cess, royalty, free gas price to help company survive 	Republic
Netizens aghast as Pak's 'all-weather friend' China cons it with 'underwear' Covid masks 	Republic
In the lead up to #9MinutesForIndia, watch the special solidarity song by the CRPF band for India's Coronavirus fig	Republic
This one video captures India's pitched battle against the deadly Coronavirus; WATCH 	Republic
#WrestleMania 36 | Braun Strowman pins Goldberg, gets his hands on Universal Championship 	Republic
Did 'Ramayan' star Arun Govil join Twitter? Stars welcome 'Lord Ram'; netizens divided 	Republic
COVID-19: Queen Elizabeth will thank frontline workers during her rare address 	Republic
100-yr-old dies in Coronavirus quarantine in J&amp;K's Udhampur; COVID-19 test report negative 	Republic
Virat Kohli fired up! Bellows 'Team India - IGNITE' call for 9-mins of light versus COVID 	Republic
It's everyone's collective duty to help, protect health workers: Priyanka Gandhi Vadra 	Republic
Haryana Min Anil Vij cites Italy's Covid effort to shame Cong's criticism of PM's '9 mins' 	Republic
Nashik's sex workers face financial crisis amid Coronavirus outbreak; seek govt aid 	Republic
Haryana Police initiate action on Cong's Surjewala for 'Charlie Tornado' Covid spray drive 	Republic
India's Coronavirus cases rise to 3,374; death toll at 77 as lockdown enters day 12: Health Ministry 	Republic
Mahavir Jayanti Holiday to be held in These States; See full list 	Republic
Here's what US President Trump said about his Coronavirus phone call with PM Modi 	Republic
Prasar Bharti cautions people from using alcohol-based sanitiser ahead of lighting diyas 	Republic
Cong's Surjewala mounts 'Charlie Tornado air blast machine' to sanitise Kaithal; dares CM 	Republic
Taj Hotels offer accommodation to medical staff battling COVID-19 pandemic 	Republic
COVID-19 fight: Meghalaya CM thanks RIL, Ambanis for donation of Rs 1 crore 	Republic
Trump requests Modi to release Hydroxychloroquine for US to treat COVID despite export ban 	Republic
Lockdown: Goa beaches deserted, but no respite for lifeguards 	Republic
Cooperation needed to keep social distancing if lockdown lifted on April 15: CM Yogi 	Republic
PM Modi pays tribute to Babu Jagjivan Ram, recalls stalwart's struggle for poor's rights 	Republic
Bombay HC stays bail for former top officials of IL&amp;FS 	Republic
Soni Razdan highlights flak, praise for PM's '9 mins' appeal, says 'nothing wrong with it' 	Republic
Beleagured New York gets critical boost from Alibaba &amp; China in fight against Coronavirus 	Republic
PM Modi's '9 PM- 9 Mins' Appeal: Odisha energy Dept issues guidelines to be followed 	Republic
Asaduddin Owaisi fumes as AIMIM's MP count excludes him from Covid conference with PM Modi 	Republic
11 more test positive for COVID-19 in Kerala, 1.71 lakh under observation 	Republic
HD Kumaraswamy wants 'scientific &amp; rational' explanation for PM Modi's 9 pm-9 min appeal 	Republic
Air India asks passengers of 4 flights to self-quarantine as 3 test positive for COVID-19 	Republic
Iran blames Israel's spy agency of running 'clandestine operations' &amp; 'nabbing' test kits 	Republic
Man arrested in connection with Jamia violence 	Republic
Australian Test spinner Stephen O'Keefe retires from 1st class cricket 	Republic
Ram Vilas Paswan assures that there is no shortage of food grains in country 	Republic
30% of India's total COVID-19 cases are linked to Tablighi Jamaat: Health Ministry 	Republic
Kyrie Irving signs BURNT jersey for Brooklyn Nets fan after his house catches fire #KyrieIrving #NBA #WeGoHard 	Republic
Mamata Banerjee thanks SRK for his contribution to West Bengal in Covid-19 time 	Republic
LeBron James keeps fans entertained via TikTok videos, not afraid of 'looking like a fool' #LeBronJames #NBA	Republic
COVID-19: Euphoria's Palash Sen to perform online concert, donate proceeds to PM-CARES. 	Republic
Trump tells media to stop false news; says 'get this over with, then go back to fake news' 	Republic
8 new COVID-19 cases in Noida, total count in Gautam Buddh Nagar 58 	Republic
Congress claims 'BJP manufactured disaster' to tackle COVID-19; shares video of timeline 	Republic
NBA Hall of Fame 2020 to induct Kobe Bryant, Tim Duncan and Kevin Garnett: Report #NBA #KobeBryant #TimDuncan	Republic
People in UP's Meerut shower flowers at police vehicles as mark of gratitude 	Republic
Utah Jazz will be downsizing 'small percentage' of workforce to cover losses: Report #NBA #TakeNote #CoronavirusUSA 	Republic
Explained: Here's how power system will be managed during lights-out on Sunday 	Republic
Haryana Police crack down on COVID-19 fake news, 38 FIRs registered 	Republic
Giannis Antetokounmpo admits to not practising basketball since quarantine began #GiannisAntetokounmpo #NBA	Republic
One more tests positive for COVID-19 in Odisha, total cases rise to 21 	Republic
Amid Karnataka-Kerala border standoff, Vijayan and Palaniswami express bond of love 	Republic
Taking all steps to prevent spread of coronavirus in Rajasthan: CM Ashok Gehlot 	Republic
Kobe Bryant heads 2020 Hall of Fame honorees 	Republic
Surveillance to continue in Bhubaneswar to detect hidden COVID-19 cases: BMC 	Republic
Floyd Mayweather's daughter held for stabbing woman over rapper NBA YoungBoy: Reports 	Republic
Boris Johnson's fiancee Carrie Symonds recovering from coronavirus 	Republic
Trump wants NFL season to start on time in September despite mounting COVID-19 cases	Republic
UK: COVID-19 deaths surge for fifth consecutive day as nationwide toll rises to 4,313 	Republic
Air India flight carrying relief to Germany receives praise from Pakistan ATC 	Republic
EXCLUSIVE: Massive blow to Pak backed ISKP; Republic accesses exclusive images 	Republic
Mark Ruffalo send virtual hugs to Robert Downey Jr. on his birthday with an 'Avengers' twist 	Republic
'He would win us the World Cup': Suresh Raina 'vividly' remembers Gambhir's confidence in the 2011 final 	Republic
India rejects Imran Khan's comments on J&amp;K domicile law, says 'End terrorism in Kashmir' 	Republic
Cristiano Ronaldo says his intimate moments with Georgina are better than his best goals 	Republic
Zoom App: Man tickles the internet with hilarious background trick, netizens in splits	Republic
EXCLUSIVE: Borivali resident shares her experience living in a COVID-19 'containment zone' 	Republic
'Let's hit the virus out of park': Jasprit Bumrah urges citizens to show support on Sunday 	Republic
Effect of Women In Blue: ICC might have separate broadcast rights for women's cricket 	Republic
PM Modi Dials Brazil President Jair Bolsonaro To Discuss Coronavirus Pandemic	Republic
Babar Azam shares 5-yr-old fan's post; says ' Look forward to meet you rockstar' 	Republic
Javed Miandad Demands Death Penalty For Spot-fixers To 'set An Example' For Other Players	Republic
Trudeau says Canada won't retaliate for US mask export ban 	Republic
'No relief fund for Delhi': Sisodia urges Centre to not play politics amid a health crisis 	Republic
Kareena Kapoor says 'Pasta La Vista' as she flaunts jewellery made by son Taimur; See Pic 	Republic
Uttar Pradesh to lift nationwide lockdown phase-wise from April 15, says Yogi Adityanath 	Republic
Good News: 5 positive stories to help you beat the coronavirus gloom 	Republic
Google Arts &amp; Culture App gets a new tool, brings Van Gogh, Kahlo, and others to life 	Republic
Georgina Gives Cristiano Ronaldo A Haircut To 'keep Him Stylish' Amid Isolation; Watch	Republic
Fact Check: Will the 9 PM event on April 5 lead to an electricity grid failure? 	Republic
KL Rahul urges citizens to 'light up' on Sunday &amp; 'throw virus off our pitch' 	Republic
Indian Navy's Southern Command trains non-medical staff to support fight against COVID-19 	Republic
Tata Power Distribution chief explains how Mumbai grid will handle 9-min load drop 	Republic
COVID-19: Widely-used anti-parasitic drug kills coronavirus in 48 hours in lab settings 	Republic
Coronavirus: Twin sisters from Jammu compose song to spread awareness; Watch 	Republic
'Let's shine our light': Hardik Pandya champions PM Modi's '9 PM-9 Minutes' appeal 	Republic
UK records fourth successive daily high in COVID-19 deaths 	Republic
PM Modi dials President Trump; assures 'strength of India-US partnership to fight COVID' 	Republic
Kanika Kapoor tests negative for Coronavirus in 5th test; to remain in hospital quarantine 	Republic
Sushant Divgikar: India's first drag artist named in Forbes 30 Under 30 Asia List 	Republic
Delhi: 108 staff of Ganga Ram Hospital quarantined after contact with Coronavirus patients 	Republic
After Kohli, ICC asks followers to spot 'Freddi dressed up as Elvis' 	Republic
Dwyane Wade funnily sums up reason behind Chris Paul not joining Miami Heat ever #ChrisPaul #HeatNation #NBA 	Republic
Fact Check: Has PM Modi announced that Lockdown will be extended up till May 4? 	Republic
Piyush Goyal slams claims of a Blackout on April 5, says 'Adequate arrangements in place' 	Republic
What is 'Pradhan Mantri Berojgari Bhatta Yojana' and how to apply online for the scheme? 	Republic
MS Dhoni named captain in Wasim Jaffer's All-Time ODI Team; THIS cricketer isn't included 	Republic
Tom Brady hype video by Bucs gets pumped up reaction from legendary quarterback himself #TomBrady #GoBucs #NFL 	Republic
Dwyane Wade responds to tweet about new Chicago Bulls executive job in 3 words #NBA #DwyaneWade #BullsNation 	Republic
Delhi CM Arvind Kejriwal announces 5 kg of free ration for all non-ration card holders 	Republic
NBA might cancel 2019-20 season after recent CBA shutdown in China: Report #NBA #NBACoronavirus #CoronavirusUSA 	Republic
Maharashtra Health Minister Hints At Phase-wise Relaxation Of Lockdown After April 14	Republic
Dia Mirza, Sona Mohapatra &amp; others react to Sania Mirza's post slamming food updates 	Republic
Tom Brady moves into new house in Tampa Florida previously owned by Derek Jeter #TomBrady #Bucs #DereJeter 	Republic
Indian Army asks people to be cautious on April 5, not light diyas after using sanitisers 	Republic
